hospital_name,payer_name,code,code_type,description,negotiated_rate,cash_price,setting,gross_charge,charge_min,charge_max,effective_price,source_file,is_outlier,payer_group,payer_canonical
Providence Regional Medical Center Everett,Molina - Medicaid Managed Care Plan,242,DRG,Permanent cardiac pacemaker implant with MCC,17367.53,,inpatient,,16460.95,81127.07,17367.53,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Molina Healthcare,Molina Healthcare - Medicaid
Providence Regional Medical Center Everett,Providence Health Plan - Medicare Managed Care Plan,242,DRG,Permanent cardiac pacemaker implant with MCC,16460.95,,inpatient,,16460.95,81127.07,16460.95,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Providence Health Plan,Providence Health Plan - Medicare Advantage
Providence Regional Medical Center Everett,UnitedHealthCare - Medicare Managed Care Plan,242,DRG,Permanent cardiac pacemaker implant with MCC,29172.48,,inpatient,,16460.95,81127.07,29172.48,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Medicare Advantage
Providence Regional Medical Center Everett,Blue Cross - Premera Medicare Managed Care Plan,243,DRG,Permanent cardiac pacemaker implant with CC,20868.79,,inpatient,,18547.69,53037.09,20868.79,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Premera Blue Cross,Premera Blue Cross - Medicare Advantage
Providence Regional Medical Center Everett,Blue Shield - Regence All Commercial Plans,243,DRG,Permanent cardiac pacemaker implant with CC,53037.09,,inpatient,,18547.69,53037.09,53037.09,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Regence BlueShield,Regence BlueShield - Commercial
Providence Regional Medical Center Everett,Community Health Plan of Washington - Medicare Managed Care Plan,243,DRG,Permanent cardiac pacemaker implant with CC,21238.04,,inpatient,,18547.69,53037.09,21238.04,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Community Health Plan of WA,Community Health Plan of WA - Medicare Advantage
Providence Regional Medical Center Everett,Humana - Medicare Managed Care Plan,243,DRG,Permanent cardiac pacemaker implant with CC,20508.8,,inpatient,,18547.69,53037.09,20508.8,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Humana,Humana - Medicare Advantage
Providence Regional Medical Center Everett,Kaiser - All Commercial Plans,243,DRG,Permanent cardiac pacemaker implant with CC,25828.21,,inpatient,,18547.69,53037.09,25828.21,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Kaiser Permanente,Kaiser Permanente - Commercial
Providence Regional Medical Center Everett,Kaiser - Medicare Managed Care Plan,243,DRG,Permanent cardiac pacemaker implant with CC,19147.79,,inpatient,,18547.69,53037.09,19147.79,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Kaiser Permanente,Kaiser Permanente - Medicare Advantage
Providence Regional Medical Center Everett,Molina - Medicare Managed Care Plan,243,DRG,Permanent cardiac pacemaker implant with CC,19276.72,,inpatient,,18547.69,53037.09,19276.72,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Molina Healthcare,Molina Healthcare - Medicare Advantage
Providence Regional Medical Center Everett,UnitedHealthCare - Medicaid Managed Care Plan,243,DRG,Permanent cardiac pacemaker implant with CC,18547.69,,inpatient,,18547.69,53037.09,18547.69,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Medicaid
Providence Regional Medical Center Everett,UnitedHealthCare - Medicare Managed Care Plan,243,DRG,Permanent cardiac pacemaker implant with CC,19600.51,,inpatient,,18547.69,53037.09,19600.51,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Medicare Advantage
Providence Regional Medical Center Everett,Blue Cross - Premera All Commercial Plans,244,DRG,Permanent cardiac pacemaker implant without CC/MCC,44402.09,,inpatient,,15389.17,44402.09,44402.09,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Premera Blue Cross,Premera Blue Cross - Commercial
Providence Regional Medical Center Everett,Blue Cross - Premera Medicare Managed Care Plan,244,DRG,Permanent cardiac pacemaker implant without CC/MCC,16291.99,,inpatient,,15389.17,44402.09,16291.99,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Premera Blue Cross,Premera Blue Cross - Medicare Advantage
Providence Regional Medical Center Everett,Blue Shield - Uniform Exchange,244,DRG,Permanent cardiac pacemaker implant without CC/MCC,38689.29,,inpatient,,15389.17,44402.09,38689.29,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Blue Shield,Blue Shield - Exchange
Providence Regional Medical Center Everett,Coordinated Care - Medicaid Managed Care Plan,244,DRG,Permanent cardiac pacemaker implant without CC/MCC,16220.45,,inpatient,,15389.17,44402.09,16220.45,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Coordinated Care,Coordinated Care - Medicaid
Providence Regional Medical Center Everett,Humana - Medicare Managed Care Plan,244,DRG,Permanent cardiac pacemaker implant without CC/MCC,16205.87,,inpatient,,15389.17,44402.09,16205.87,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Humana,Humana - Medicare Advantage
Providence Regional Medical Center Everett,Kaiser - All Commercial Plans,244,DRG,Permanent cardiac pacemaker implant without CC/MCC,20722.84,,inpatient,,15389.17,44402.09,20722.84,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Kaiser Permanente,Kaiser Permanente - Commercial
Providence Regional Medical Center Everett,Kaiser - Medicare Managed Care Plan,244,DRG,Permanent cardiac pacemaker implant without CC/MCC,15389.17,,inpatient,,15389.17,44402.09,15389.17,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Kaiser Permanente,Kaiser Permanente - Medicare Advantage
Providence Regional Medical Center Everett,Molina - Exchange,244,DRG,Permanent cardiac pacemaker implant without CC/MCC,20610.33,,inpatient,,15389.17,44402.09,20610.33,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Molina Healthcare,Molina Healthcare - Exchange
Providence Regional Medical Center Everett,Molina - Medicaid Managed Care Plan,244,DRG,Permanent cardiac pacemaker implant without CC/MCC,15704.37,,inpatient,,15389.17,44402.09,15704.37,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Molina Healthcare,Molina Healthcare - Medicaid
Providence Regional Medical Center Everett,UnitedHealthCare - All Commercial Plans,244,DRG,Permanent cardiac pacemaker implant without CC/MCC,40247.74,,inpatient,,15389.17,44402.09,40247.74,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Commercial
Providence Regional Medical Center Everett,UnitedHealthCare - Medicare Managed Care Plan,244,DRG,Permanent cardiac pacemaker implant without CC/MCC,16212.13,,inpatient,,15389.17,44402.09,16212.13,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Medicare Advantage
Providence Regional Medical Center Everett,Blue Cross - Premera Medicare Managed Care Plan,267,DRG,Endovascular cardiac valve replacement,42642.82,,inpatient,,41454.2,130145.17,42642.82,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Premera Blue Cross,Premera Blue Cross - Medicare Advantage
Providence Regional Medical Center Everett,Blue Shield - Regence All Commercial Plans,267,DRG,Endovascular cardiac valve replacement,130145.17,,inpatient,,41454.2,130145.17,130145.17,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Regence BlueShield,Regence BlueShield - Commercial
Providence Regional Medical Center Everett,Blue Shield - Regence Medicare Managed Care - PPO,267,DRG,Endovascular cardiac valve replacement,44831.28,,inpatient,,41454.2,130145.17,44831.28,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Regence BlueShield,Regence BlueShield - Medicare Advantage
Providence Regional Medical Center Everett,Blue Shield - Uniform Exchange,267,DRG,Endovascular cardiac valve replacement,93935.97,,inpatient,,41454.2,130145.17,93935.97,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Blue Shield,Blue Shield - Exchange
Providence Regional Medical Center Everett,Coordinated Care - Medicaid Managed Care Plan,267,DRG,Endovascular cardiac valve replacement,52992.69,,inpatient,,41454.2,130145.17,52992.69,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Coordinated Care,Coordinated Care - Medicaid
Providence Regional Medical Center Everett,Humana - Medicare Managed Care Plan,267,DRG,Endovascular cardiac valve replacement,44786.08,,inpatient,,41454.2,130145.17,44786.08,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Humana,Humana - Medicare Advantage
Providence Regional Medical Center Everett,Kaiser - Medicare Managed Care Plan,267,DRG,Endovascular cardiac valve replacement,41454.2,,inpatient,,41454.2,130145.17,41454.2,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Kaiser Permanente,Kaiser Permanente - Medicare Advantage
Providence Regional Medical Center Everett,Molina - Medicare Managed Care Plan,267,DRG,Endovascular cardiac valve replacement,43138.81,,inpatient,,41454.2,130145.17,43138.81,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Molina Healthcare,Molina Healthcare - Medicare Advantage
Providence Regional Medical Center Everett,Providence Health Plan - Medicare Managed Care Plan,267,DRG,Endovascular cardiac valve replacement,41651.96,,inpatient,,41454.2,130145.17,41651.96,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Providence Health Plan,Providence Health Plan - Medicare Advantage
Providence Regional Medical Center Everett,UnitedHealthCare - All Commercial Plans,267,DRG,Endovascular cardiac valve replacement,112865.75,,inpatient,,41454.2,130145.17,112865.75,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Commercial
Providence Regional Medical Center Everett,UnitedHealthCare - Medicaid Managed Care Plan,267,DRG,Endovascular cardiac valve replacement,43556.03,,inpatient,,41454.2,130145.17,43556.03,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Medicaid
Providence Regional Medical Center Everett,UnitedHealthCare - Medicare Managed Care Plan,267,DRG,Endovascular cardiac valve replacement,42819.48,,inpatient,,41454.2,130145.17,42819.48,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Medicare Advantage
Providence Regional Medical Center Everett,Aetna - All Commercial Plans,321,DRG,Percutaneous cardiovascular procedures with intraluminal device with MCC,64922.22,,inpatient,,22256.58,104779.33,64922.22,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Aetna,Aetna - Commercial
Providence Regional Medical Center Everett,Aetna - Gatekeeper Medicare Managed Care - HMO,321,DRG,Percutaneous cardiovascular procedures with intraluminal device with MCC,22256.58,,inpatient,,22256.58,104779.33,22256.58,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Aetna,Aetna - Medicare Advantage
Providence Regional Medical Center Everett,Aetna - Non-Gatekeeper Medicare Managed Care - PPO,321,DRG,Percutaneous cardiovascular procedures with intraluminal device with MCC,25237.12,,inpatient,,22256.58,104779.33,25237.12,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Aetna,Aetna - Medicare Advantage
Providence Regional Medical Center Everett,Amerigroup - Medicaid Managed Care Plan,321,DRG,Percutaneous cardiovascular procedures with intraluminal device with MCC,23681.09,,inpatient,,22256.58,104779.33,23681.09,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Amerigroup,Amerigroup - Medicaid
Providence Regional Medical Center Everett,Blue Cross - Premera All Commercial Plans,321,DRG,Percutaneous cardiovascular procedures with intraluminal device with MCC,69960.56,,inpatient,,22256.58,104779.33,69960.56,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Premera Blue Cross,Premera Blue Cross - Commercial
Providence Regional Medical Center Everett,Blue Cross - Premera Medicare Managed Care Plan,321,DRG,Percutaneous cardiovascular procedures with intraluminal device with MCC,25258.64,,inpatient,,22256.58,104779.33,25258.64,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Premera Blue Cross,Premera Blue Cross - Medicare Advantage
Providence Regional Medical Center Everett,Blue Cross - Premera - Lifewise Health Plan of Washington Affordable Care Network Other Commercial Plan,321,DRG,Percutaneous cardiovascular procedures with intraluminal device with MCC,42525.47,,inpatient,,22256.58,104779.33,42525.47,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Premera Blue Cross,Premera Blue Cross - Commercial
Providence Regional Medical Center Everett,Blue Shield - Regence All Commercial Plans,321,DRG,Percutaneous cardiovascular procedures with intraluminal device with MCC,80182.38,,inpatient,,22256.58,104779.33,80182.38,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Regence BlueShield,Regence BlueShield - Commercial
Providence Regional Medical Center Everett,Blue Shield - Regence Medicare Managed Care - PPO,321,DRG,Percutaneous cardiovascular procedures with intraluminal device with MCC,27678.21,,inpatient,,22256.58,104779.33,27678.21,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Regence BlueShield,Regence BlueShield - Medicare Advantage
Providence Regional Medical Center Everett,Blue Shield - Uniform Exchange,321,DRG,Percutaneous cardiovascular procedures with intraluminal device with MCC,53175.56,,inpatient,,22256.58,104779.33,53175.56,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Blue Shield,Blue Shield - Exchange
Providence Regional Medical Center Everett,Community Health Plan - Cascade Care Exchange,321,DRG,Percutaneous cardiovascular procedures with intraluminal device with MCC,104779.33,,inpatient,,22256.58,104779.33,104779.33,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/providence_everett_standardcharges.json,False,Community Health Plan of WA,Community Health Plan of WA - Exchange
